surface	lemma	feats	source
motorcaded	motorcade	PPART	lexicon
motorcades	motorcade	TSG	lexicon
motorcars	motorcar	PL	lexicon
motorcoaches	motorcoach	PL	promoted
motorcycling	motorcycle	ING	lexicon
motorcycled	motorcycle	PAST	lexicon
motorcycles	motorcycle	PL	lexicon
motorcycled	motorcycle	PPART	lexicon
motorcycles	motorcycle	TSG	lexicon
motorcyclists	motorcyclist	PL	lexicon
motorcyles	motorcyle	PL	promoted
motorheads	motorhead	PL	promoted
motorhoming	motorhome	ING	promoted
motorings	motoring	PL	lexicon
motorisations	motorisation	PL	lexicon
motorists	motorist	PL	lexicon
motorizations	motorization	PL	lexicon
motorizing	motorize	ING	lexicon
motorized	motorize	PAST	lexicon
motorized	motorize	PPART	lexicon
motorizes	motorize	TSG	lexicon
motormen	motorman	PL	lexicon
motormouths	motormouth	PL	lexicon
motortrucks	motortruck	PL	lexicon
motorways	motorway	PL	lexicon
motoryachts	motoryacht	PL	promoted
mottler	mottle	ER	promoted
mottling	mottle	ING	lexicon
mottled	mottle	PAST	lexicon
mottles	mottle	PL	lexicon
mottled	mottle	PPART	lexicon
mottles	mottle	TSG	lexicon
mottlings	mottling	PL	promoted
mottoes	motto	PL	lexicon
mouly	mou	LY	promoted
moucher	mouche	ER	promoted
mouching	mouche	ING	promoted
mouches	mouche	PL	promoted
mouchoirs	mouchoir	PL	promoted
mouing	moue	ING	promoted
moued	moue	PAST	promoted
moues	moue	PL	lexicon
moufs	mouf	PL	promoted
moufflons	moufflon	PL	lexicon
mouflons	mouflon	PL	lexicon
moughter	mought	ER	promoted
moujiks	moujik	PL	lexicon
moulding	mould	ING	lexicon
moulded	mould	PAST	lexicon
moulds	mould	PL	lexicon
moulded	mould	PPART	lexicon
moulds	mould	TSG	lexicon
mouldering	moulder	ING	lexicon
mouldered	moulder	PAST	lexicon
moulders	moulder	PL	lexicon
mouldered	moulder	PPART	lexicon
moulders	moulder	TSG	lexicon
mouldings	moulding	PL	lexicon
mouldier	mouldy	ER	lexicon
mouldiest	mouldy	EST	lexicon
moulting	moult	ING	lexicon
moulted	moult	PAST	lexicon
moults	moult	PL	lexicon
moulted	moult	PPART	lexicon
moults	moult	TSG	lexicon
moultings	moulting	PL	lexicon
mounding	mound	ING	lexicon
mounded	mound	PAST	lexicon
mounds	mound	PL	lexicon
mounded	mound	PPART	lexicon
mounds	mound	TSG	lexicon
moundbirds	moundbird	PL	lexicon
mounting	mount	ING	lexicon
mounted	mount	PAST	lexicon
mounts	mount	PL	lexicon
mounted	mount	PPART	lexicon
mounts	mount	TSG	lexicon
mountains	mountain	PL	agid
mountaines	mountaine	PL	promoted
mountaineering	mountaineer	ING	lexicon
mountaineered	mountaineer	PAST	lexicon
mountaineers	mountaineer	PL	lexicon
mountaineered	mountaineer	PPART	lexicon
mountaineers	mountaineer	TSG	lexicon
mountaineerings	mountaineering	PL	lexicon
mountainsides	mountainside	PL	lexicon
mountaintops	mountaintop	PL	lexicon
mountaynes	mountayne	PL	promoted
mountebanking	mountebank	ING	lexicon
mountebanked	mountebank	PAST	lexicon
mountebanks	mountebank	PL	lexicon
mountebanked	mountebank	PPART	lexicon
mountebanks	mountebank	TSG	lexicon
mounters	mounter	PL	lexicon
mounties	mountie	PL	promoted
mountings	mounting	PL	lexicon
mourning	mourn	ING	agid
mourned	mourn	PAST	agid
mourned	mourn	PPART	agid
mourns	mourn	TSG	agid
mournest	mourne	EST	promoted
mourners	mourner	PL	lexicon
mournfuller	mournful	ER	lexicon
mournfullest	mournful	EST	lexicon
mournfulnesses	mournfulness	PL	lexicon
mously	mous	LY	promoted
mouses	mous	PL	promoted
mousing	mouse	ING	promoted
moused	mouse	PAST	promoted
mice	mouse	PL	agid
mousers	mouser	PL	lexicon
mousetrapping	mousetrap	ING	lexicon
mousetrapped	mousetrap	PAST	lexicon
mousetraps	mousetrap	PL	lexicon
mousetrapped	mousetrap	PPART	lexicon
mousetraps	mousetrap	TSG	lexicon
mousier	mousey	ER	lexicon
mousiest	mousey	EST	lexicon
mousies	mousie	PL	promoted
mousinesses	mousiness	PL	lexicon
moussakas	moussaka	PL	lexicon
moussing	mousse	ING	lexicon
moussed	mousse	PAST	lexicon
mousses	mousse	PL	lexicon
moussed	mousse	PPART	lexicon
mousses	mousse	TSG	lexicon
moustached	moustache	PAST	promoted
moustaches	moustache	PL	lexicon
moustachioed	moustachio	PAST	promoted
moustachios	moustachio	PL	lexicon
mousier	mousy	ER	lexicon
mousiest	mousy	EST	lexicon
mouter	mout	ER	promoted
mouthing	mouth	ING	promoted
mouthed	mouth	PAST	promoted
mouths	mouth	PL	agid
mouthbreeders	mouthbreeder	PL	lexicon
mouthes	mouthe	PL	promoted
mouthfuls	mouthful	PL	lexicon
mouthinesses	mouthiness	PL	lexicon
mouthparts	mouthpart	PL	lexicon
mouthpieces	mouthpiece	PL	lexicon
mouthwashes	mouthwash	PL	lexicon
mouthier	mouthy	ER	lexicon
mouthiest	mouthy	EST	lexicon
moutons	mouton	PL	lexicon
movabilities	movability	PL	lexicon
movables	movable	PL	lexicon
movablenesses	movableness	PL	lexicon
movants	movant	PL	promoted
movest	move	EST	promoted
moving	move	ING	agid
moved	move	PAST	agid
moved	move	PPART	agid
moves	move	TSG	agid
moveables	moveable	PL	lexicon
movelessly	moveless	LY	promoted
movements	movement	PL	agid
movers	mover	PL	lexicon
movesets	moveset	PL	promoted
movis	movi	PL	promoted
movies	movie	PL	agid
moviegoers	moviegoer	PL	lexicon
mowing	mow	ING	lexicon
mowed	mow	PAST	lexicon
mows	mow	PL	lexicon
mowed	mow	PPART	lexicon
mows	mow	TSG	lexicon
mowes	mowe	PL	promoted
mowers	mower	PL	lexicon
moxies	moxie	PL	lexicon
moys	moy	PL	promoted
moyer	moye	ER	promoted
moyes	moye	PL	promoted
moyens	moyen	PL	promoted
moyles	moyle	PL	promoted
mozarts	mozart	PL	promoted
mozzarellas	mozzarella	PL	lexicon
mpas	mpa	PL	promoted
mpaas	mpaa	PL	promoted
mpegs	mpeg	PL	promoted
mpos	mpo	PL	promoted
mpps	mpp	PL	promoted
mpvs	mpv	PL	promoted
mrcs	mrc	PL	promoted
mres	mre	PL	promoted
mris	mri	PL	promoted
mrnas	mrna	PL	promoted
mrss	mrs	PL	promoted
msas	msa	PL	promoted
mses	mse	PL	promoted
msecs	msec	PL	promoted
msgs	msg	PL	promoted
msmes	msm	PL	promoted
mtdnas	mtdna	PL	promoted
mtns	mtn	PL	promoted
mtss	mts	PL	promoted
mus	mu	PL	lexicon
mu'tazilites	mu'tazilite	PL	promoted
muchly	much	LY	promoted
mucher	muche	ER	promoted
muchnesses	muchness	PL	lexicon
mucilages	mucilage	PL	lexicon
mucins	mucin	PL	lexicon
mucking	muck	ING	lexicon
mucked	muck	PAST	lexicon
mucks	muck	PL	lexicon
mucked	muck	PPART	lexicon
mucks	muck	TSG	lexicon
muckheaps	muckheap	PL	lexicon
muckles	muckle	PL	lexicon
muckraking	muckrake	ING	lexicon
muckraked	muckrake	PAST	lexicon
muckraked	muckrake	PPART	lexicon
muckrakes	muckrake	TSG	lexicon
muckrakers	muckraker	PL	lexicon
muckier	mucky	ER	lexicon
muckiest	mucky	EST	lexicon
mucolytics	mucolytic	PL	promoted
mucors	mucor	PL	lexicon
mucosas	mucosa	PL	lexicon
mucuses	mucus	PL	lexicon
muder	mud	ER	promoted
mudding	mud	ING	lexicon
mudded	mud	PAST	lexicon
muds	mud	PL	lexicon
mudded	mud	PPART	lexicon
muds	mud	TSG	lexicon
mudcats	mudcat	PL	lexicon
muddinesses	muddiness	PL	lexicon
muddler	muddle	ER	promoted
muddling	muddle	ING	lexicon
muddled	muddle	PAST	lexicon
muddles	muddle	PL	lexicon
muddled	muddle	PPART	lexicon
muddles	muddle	TSG	lexicon
muddier	muddy	ER	lexicon
muddiest	muddy	EST	lexicon
muddying	muddy	ING	lexicon
muddied	muddy	PAST	lexicon
muddied	muddy	PPART	lexicon
muddies	muddy	TSG	lexicon
mudflats	mudflat	PL	lexicon
mudguards	mudguard	PL	lexicon
mudras	mudra	PL	lexicon
mudrooms	mudroom	PL	lexicon
mudskippers	mudskipper	PL	lexicon
mudslides	mudslide	PL	lexicon
mudslingers	mudslinger	PL	lexicon
mudslingings	mudslinging	PL	lexicon
muensters	muenster	PL	lexicon
muertos	muerto	PL	promoted
mueslis	muesli	PL	lexicon
muezzins	muezzin	PL	lexicon
muffing	muff	ING	lexicon
muffed	muff	PAST	lexicon
muffs	muff	PL	lexicon
muffed	muff	PPART	lexicon
muffs	muff	TSG	lexicon
muffins	muffin	PL	lexicon
muffling	muffle	ING	lexicon
muffled	muffle	PAST	lexicon
muffles	muffle	PL	lexicon
muffled	muffle	PPART	lexicon
muffles	muffle	TSG	lexicon
mufflers	muffler	PL	lexicon
muftis	mufti	PL	lexicon
muger	mug	ER	promoted
mugging	mug	ING	lexicon
mugged	mug	PAST	lexicon
mugs	mug	PL	lexicon
mugged	mug	PPART	lexicon
mugs	mug	TSG	lexicon
mugfuls	mugful	PL	lexicon
muggees	muggee	PL	lexicon
muggering	mugger	ING	lexicon
muggered	mugger	PAST	lexicon
muggers	mugger	PL	lexicon
muggered	mugger	PPART	lexicon
muggers	mugger	TSG	lexicon
mugginesses	mugginess	PL	lexicon
muggings	mugging	PL	lexicon
mugginses	muggins	PL	lexicon
muggier	muggy	ER	lexicon
muggiest	muggy	EST	lexicon
mughals	mughal	PL	promoted
mugshots	mugshot	PL	lexicon
mugworts	mugwort	PL	lexicon
mugwumps	mugwump	PL	lexicon
muhly	muh	LY	promoted
muhs	muh	PL	promoted
muhammadans	muhammadan	PL	promoted
muitos	muito	PL	promoted
mujiks	mujik	PL	lexicon
mujtahids	mujtahid	PL	promoted
mukluks	mukluk	PL	lexicon
mulattoes	mulatto	PL	lexicon
mulberries	mulberry	PL	lexicon
mulcher	mulch	ER	promoted
mulching	mulch	ING	lexicon
mulched	mulch	PAST	lexicon
mulches	mulch	PL	lexicon
mulched	mulch	PPART	lexicon
mulches	mulch	TSG	lexicon
mulcting	mulct	ING	lexicon
mulcted	mulct	PAST	lexicon
mulcts	mulct	PL	lexicon
mulcted	mulct	PPART	lexicon
mulcts	mulct	TSG	lexicon
muling	mule	ING	promoted
mules	mule	PL	lexicon
muleskinners	muleskinner	PL	lexicon
muleteers	muleteer	PL	lexicon
mulier	muli	ER	promoted
mulishnesses	mulishness	PL	lexicon
mulling	mull	ING	lexicon
mulled	mull	PAST	lexicon
mulls	mull	PL	lexicon
mulled	mull	PPART	lexicon
mulls	mull	TSG	lexicon
mullaly	mulla	LY	promoted
mullas	mulla	PL	promoted
mullahs	mullah	PL	lexicon
mulleins	mullein	PL	lexicon
mullens	mullen	PL	promoted
mulleted	mullet	PAST	promoted
mullets	mullet	PL	lexicon
mulligans	mulligan	PL	lexicon
mulligatawnies	mulligatawny	PL	lexicon
mulliner	mullin	ER	promoted
mullioning	mullion	ING	lexicon
mullioned	mullion	PAST	lexicon
mullions	mullion	PL	lexicon
mullioned	mullion	PPART	lexicon
mullions	mullion	TSG	lexicon
multicasts	multicast	PL	promoted
multiclassing	multiclass	ING	promoted
multicopters	multicopter	PL	promoted
multiculturalisms	multiculturalism	PL	lexicon
multifariousnesses	multifariousness	PL	lexicon
multiferroics	multiferroic	PL	promoted
multifocals	multifocal	PL	promoted
multifunctions	multifunction	PL	promoted
multilingualisms	multilingualism	PL	lexicon
multimedias	multimedia	PL	lexicon
multimillionaires	multimillionaire	PL	lexicon
multinationals	multinational	PL	lexicon
multinucleated	multinucleate	PAST	promoted
multipathing	multipath	ING	promoted
multipled	multiple	PAST	promoted
multiples	multiple	PL	lexicon
multiplexing	multiplex	ING	lexicon
multiplexed	multiplex	PAST	lexicon
multiplexes	multiplex	PL	lexicon
multiplexed	multiplex	PPART	lexicon
multiplexes	multiplex	TSG	lexicon
multiplexers	multiplexer	PL	lexicon
multiplexors	multiplexor	PL	lexicon
multiplicands	multiplicand	PL	lexicon
multiplications	multiplication	PL	lexicon
multiplicatively	multiplicative	LY	promoted
multiplicities	multiplicity	PL	lexicon
multipliers	multiplier	PL	lexicon
multiplying	multiply	ING	lexicon
multiplied	multiply	PAST	lexicon
multiplied	multiply	PPART	lexicon
multiplies	multiply	TSG	lexicon
multiplyed	multiplye	PAST	promoted
multiprocessings	multiprocessing	PL	lexicon
multiprocessors	multiprocessor	PL	lexicon
multiprogrammings	multiprogramming	PL	lexicon
multisports	multisport	PL	promoted
multitaskings	multitasking	PL	lexicon
multitools	multitool	PL	promoted
multitracked	multitrack	PAST	promoted
multitracks	multitrack	PL	promoted
multitudes	multitude	PL	lexicon
multitudinousnesses	multitudinousness	PL	lexicon
multiviewer	multiview	ER	promoted
multivitamins	multivitamin	PL	lexicon
mumming	mum	ING	lexicon
mummed	mum	PAST	lexicon
mums	mum	PL	lexicon
mummed	mum	PPART	lexicon
mums	mum	TSG	lexicon
mumbling	mumble	ING	lexicon
mumbled	mumble	PAST	lexicon
mumbles	mumble	PL	lexicon
mumbled	mumble	PPART	lexicon
mumbles	mumble	TSG	lexicon
mumblers	mumbler	PL	lexicon
mumbletypegs	mumbletypeg	PL	lexicon
mumblingly	mumbling	LY	promoted
mumblings	mumbling	PL	lexicon
mummers	mummer	PL	lexicon
mummeries	mummery	PL	lexicon
mummichogs	mummichog	PL	lexicon
mummifications	mummification	PL	lexicon
mummifying	mummify	ING	lexicon
mummified	mummify	PAST	lexicon
mummified	mummify	PPART	lexicon
mummifies	mummify	TSG	lexicon
mummying	mummy	ING	lexicon
mummied	mummy	PAST	lexicon
mummies	mummy	PL	lexicon
mummied	mummy	PPART	lexicon
mummies	mummy	TSG	lexicon
muncher	munch	ER	promoted
munching	munch	ING	lexicon
munched	munch	PAST	lexicon
munched	munch	PPART	lexicon
munches	munch	TSG	lexicon
munds	mund	PL	promoted
mundaner	mundane	ER	lexicon
mundanest	mundane	EST	lexicon
mundanely	mundane	LY	promoted
mundis	mundi	PL	promoted
mungs	mung	PL	lexicon
mungos	mungo	PL	promoted
munications	munication	PL	promoted
municipally	municipal	LY	promoted
municipals	municipal	PL	lexicon
municipalities	municipality	PL	lexicon
munificences	munificence	PL	lexicon
munitioning	munition	ING	lexicon
munitioned	munition	PAST	lexicon
munitions	munition	PL	lexicon
munitioned	munition	PPART	lexicon
munitions	munition	TSG	lexicon
munities	munity	PL	promoted
munner	munn	ER	promoted
munns	munn	PL	promoted
munter	munt	ER	promoted
munting	munt	ING	promoted
muntjacs	muntjac	PL	lexicon
muons	muon	PL	lexicon
murs	mur	PL	promoted
murals	mural	PL	lexicon
muralists	muralist	PL	lexicon
murcher	murch	ER	promoted
murdering	murder	ING	agid
murdered	murder	PAST	agid
murders	murder	PL	agid
murdered	murder	PPART	agid
murders	murder	TSG	agid
murderers	murderer	PL	lexicon
murderesses	murderess	PL	lexicon
murderousnesses	murderousness	PL	lexicon
murdherer	murdher	ER	promoted
murdhered	murdher	PAST	promoted
muris	muri	PL	promoted
murker	murk	ER	lexicon
murkest	murk	EST	lexicon
murks	murk	PL	lexicon
murkinesses	murkiness	PL	lexicon
murkier	murky	ER	lexicon
murkiest	murky	EST	lexicon
murmuring	murmur	ING	lexicon
murmured	murmur	PAST	lexicon
murmurs	murmur	PL	lexicon
murmured	murmur	PPART	lexicon
murmurs	murmur	TSG	lexicon
murmurations	murmuration	PL	lexicon
murmurers	murmurer	PL	lexicon
murmuringly	murmuring	LY	promoted
murmurings	murmuring	PL	lexicon
murphies	murphy	PL	lexicon
murrains	murrain	PL	lexicon
murres	murre	PL	lexicon
murrells	murrell	PL	promoted
murukkus	murukku	PL	promoted
muscadels	muscadel	PL	lexicon
muscadines	muscadine	PL	lexicon
muscats	muscat	PL	lexicon
muscatels	muscatel	PL	lexicon
muscling	muscle	ING	lexicon
muscled	muscle	PAST	lexicon
muscles	muscle	PL	lexicon
muscled	muscle	PPART	lexicon
muscles	muscle	TSG	lexicon
musclemen	muscleman	PL	lexicon
muscovites	muscovite	PL	lexicon
muscularities	muscularity	PL	lexicon
musculatures	musculature	PL	lexicon
musing	muse	ING	lexicon
mused	muse	PAST	lexicon
muses	muse	PL	lexicon
mused	muse	PPART	lexicon
muses	muse	TSG	lexicon
musettes	musette	PL	lexicon
museums	museum	PL	agid
musgraves	musgrave	PL	promoted
musher	mush	ER	promoted
mushing	mush	ING	lexicon
mushed	mush	PAST	lexicon
mushes	mush	PL	lexicon
mushed	mush	PPART	lexicon
mushes	mush	TSG	lexicon
mushies	mushi	PL	promoted
mushinesses	mushiness	PL	lexicon
mushrooming	mushroom	ING	lexicon
mushroomed	mushroom	PAST	lexicon
mushrooms	mushroom	PL	lexicon
mushroomed	mushroom	PPART	lexicon
mushrooms	mushroom	TSG	lexicon
mushier	mushy	ER	lexicon
mushiest	mushy	EST	lexicon
musics	music	PL	agid
musically	musical	LY	promoted
musicals	musical	PL	lexicon
musicales	musicale	PL	lexicon
musicalities	musicality	PL	lexicon
musicalnesses	musicalness	PL	lexicon
musicianer	musician	ER	promoted
musicianly	musician	LY	promoted
musicians	musician	PL	lexicon
musicianships	musicianship	PL	lexicon
musicking	musicke	ING	promoted
musicnotes	musicnote	PL	promoted
musicologists	musicologist	PL	lexicon
musicologies	musicology	PL	lexicon
musings	musing	PL	lexicon
musjids	musjid	PL	lexicon
musks	musk	PL	lexicon
muskegs	muskeg	PL	lexicon
muskets	musket	PL	lexicon
musketeers	musketeer	PL	lexicon
musketries	musketry	PL	lexicon
muskies	muskie	PL	lexicon
muskinesses	muskiness	PL	lexicon
muskmelons	muskmelon	PL	lexicon
muskoxen	muskox	PL	lexicon
muskrats	muskrat	PL	lexicon
muskier	musky	ER	lexicon
muskiest	musky	EST	lexicon
muskies	musky	PL	lexicon
muslims	muslim	PL	promoted
muslined	muslin	PAST	promoted
muslins	muslin	PL	lexicon
musquashes	musquash	PL	lexicon
musqueteers	musqueteer	PL	promoted
musquitos	musquito	PL	promoted
musser	muss	ER	promoted
mussing	muss	ING	lexicon
mussed	muss	PAST	lexicon
musses	muss	PL	lexicon
mussed	muss	PPART	lexicon
musses	muss	TSG	lexicon
mussels	mussel	PL	lexicon
mussinesses	mussiness	PL	lexicon
mussitating	mussitate	ING	lexicon
mussitated	mussitate	PAST	lexicon
mussitated	mussitate	PPART	lexicon
mussitates	mussitate	TSG	lexicon
mussulmans	mussulman	PL	promoted
mussier	mussy	ER	lexicon
mussiest	mussy	EST	lexicon
musts	must	PL	promoted
mustached	mustache	PAST	promoted
mustaches	mustache	PL	lexicon
mustachioed	mustachio	PAST	promoted
mustachios	mustachio	PL	lexicon
mustanger	mustang	ER	promoted
mustangs	mustang	PL	lexicon
mustards	mustard	PL	lexicon
mustelids	mustelid	PL	lexicon
mustelines	musteline	PL	lexicon
mustering	muster	ING	lexicon
mustered	muster	PAST	lexicon
musters	muster	PL	lexicon
mustered	muster	PPART	lexicon
musters	muster	TSG	lexicon
mustinesses	mustiness	PL	lexicon
mustier	musty	ER	lexicon
mustiest	musty	EST	lexicon
musties	musty	PL	lexicon
musuems	musuem	PL	promoted
muts	mut	PL	lexicon
mutabilities	mutability	PL	lexicon
mutablenesses	mutableness	PL	lexicon
mutacins	mutacin	PL	promoted
mutagens	mutagen	PL	lexicon
mutants	mutant	PL	lexicon
mutating	mutate	ING	lexicon
mutated	mutate	PAST	lexicon
mutated	mutate	PPART	lexicon
mutates	mutate	TSG	lexicon
mutations	mutation	PL	lexicon
mutators	mutator	PL	promoted
mutcher	mutch	ER	promoted
mutches	mutch	PL	promoted
mutchkins	mutchkin	PL	lexicon
muter	mute	ER	lexicon
mutest	mute	EST	lexicon
muting	mute	ING	lexicon
muted	mute	PAST	lexicon
mutes	mute	PL	lexicon
muted	mute	PPART	lexicon
mutes	mute	TSG	lexicon
mutenesses	muteness	PL	lexicon
mutexes	mutex	PL	promoted
muthafuckas	muthafucka	PL	promoted
mutilating	mutilate	ING	lexicon
mutilated	mutilate	PAST	lexicon
mutilated	mutilate	PPART	lexicon
mutilates	mutilate	TSG	lexicon
mutilations	mutilation	PL	lexicon
mutilators	mutilator	PL	lexicon
mutineering	mutineer	ING	promoted
mutineers	mutineer	PL	lexicon
mutinying	mutiny	ING	lexicon
mutinied	mutiny	PAST	lexicon
mutinies	mutiny	PL	lexicon
mutinied	mutiny	PPART	lexicon
mutinies	mutiny	TSG	lexicon
mutts	mutt	PL	lexicon
muttering	mutter	ING	lexicon
muttered	mutter	PAST	lexicon
mutters	mutter	PL	lexicon
muttered	mutter	PPART	lexicon
mutters	mutter	TSG	lexicon
mutterers	mutterer	PL	lexicon
mutteringly	muttering	LY	promoted
mutterings	muttering	PL	lexicon
muttons	mutton	PL	lexicon
muttonheads	muttonhead	PL	lexicon
mutuals	mutual	PL	lexicon
mutualities	mutuality	PL	lexicon
mutuels	mutuel	PL	promoted
muumuus	muumuu	PL	lexicon
muxer	mux	ER	promoted
muxing	mux	ING	promoted
muxes	mux	PL	promoted
muzhiks	muzhik	PL	lexicon
muzjiks	muzjik	PL	lexicon
muzzling	muzzle	ING	lexicon
muzzled	muzzle	PAST	lexicon
muzzles	muzzle	PL	lexicon
muzzled	muzzle	PPART	lexicon
muzzles	muzzle	TSG	lexicon
muzzier	muzzy	ER	lexicon
muzziest	muzzy	EST	lexicon
mvps	mvp	PL	promoted
myalgias	myalgia	PL	lexicon
mycelia	mycelium	PL	lexicon
mycobacteria	mycobacterium	PL	lexicon
mycologists	mycologist	PL	lexicon
mycologies	mycology	PL	lexicon
mycophagists	mycophagist	PL	lexicon
mycoplasmas	mycoplasma	PL	lexicon
mycoses	mycosis	PL	lexicon
myelencephalons	myelencephalon	PL	lexicon
myelins	myelin	PL	lexicon
myelines	myeline	PL	lexicon
myelitides	myelitis	PL	lexicon
myeloblasts	myeloblast	PL	lexicon
myelocytes	myelocyte	PL	lexicon
myelofibroses	myelofibrosis	PL	lexicon
myelomas	myeloma	PL	lexicon
myfiles	myfile	PL	promoted
myfreecams	myfreecam	PL	promoted
mykes	myke	PL	promoted
mylars	mylar	PL	lexicon
myler	myle	ER	promoted
mylner	mylne	ER	promoted
mylodons	mylodon	PL	lexicon
mynas	myna	PL	lexicon
mynahs	mynah	PL	lexicon
mynds	mynd	PL	promoted
mynded	mynde	PAST	promoted
myned	myne	PAST	promoted
mynes	myne	PL	promoted
myocarditises	myocarditis	PL	lexicon
myocardiums	myocardium	PL	lexicon
myofibers	myofiber	PL	promoted
myofibrils	myofibril	PL	lexicon
myoglobins	myoglobin	PL	lexicon
myologies	myology	PL	lexicon
myomas	myoma	PL	lexicon
myopes	myope	PL	lexicon
myopias	myopia	PL	lexicon
myosins	myosin	PL	lexicon
myoses	myosis	PL	lexicon
myotonias	myotonia	PL	lexicon
myriads	myriad	PL	lexicon
myriapods	myriapod	PL	lexicon
myrmecophiles	myrmecophile	PL	lexicon
myrmidons	myrmidon	PL	lexicon
myrobalans	myrobalan	PL	lexicon
myrrhs	myrrh	PL	lexicon
myrtles	myrtle	PL	lexicon
myss	mys	PL	promoted
myster	myst	ER	promoted
mysteriously	mysterious	LY	derivation
mysteriousnesses	mysteriousness	PL	lexicon
mysteries	mystery	PL	agid
mystics	mystic	PL	lexicon
mysticisms	mysticism	PL	lexicon
mystifications	mystification	PL	lexicon
mystifying	mystify	ING	lexicon
mystified	mystify	PAST	lexicon
